date,rsi14,ema10,vwma20,ema20
2024-01-22,,,,
2024-01-23,,,,
2024-01-24,,,,
2024-01-25,,,,
2024-01-26,,,,
2024-01-29,,,,
2024-01-30,,,,
2024-01-31,,,,
2024-02-01,,,,
2024-02-02,,24.925818891806784,,
2024-02-05,,24.773851820569185,,
2024-02-06,,24.60042421682933,,
2024-02-07,,24.331256177405816,,
2024-02-08,36.575245226134506,24.1855732360593,,
2024-02-09,48.58365424901691,24.215469011321247,,
2024-02-12,58.40849916687014,24.412656463808293,,
2024-02-13,48.18065018800391,24.395809834024966,,
2024-02-14,53.05838977299435,24.480208046020426,,
2024-02-15,57.37890858844231,24.647442946743983,,
2024-02-16,59.32032912713184,24.83154422915417,24.737507934621032,24.700876464927862
2024-02-20,54.394257953067886,24.894899823853407,24.765188728801718,24.746507277791874
2024-02-21,53.39936429299266,24.928554401334605,24.782991482066233,24.778268489430744
2024-02-22,57.5774300335275,25.0469990556374,24.884130152529984,24.85462387138972
2024-02-23,63.37665512796299,25.29299922733969,25.00397169475115,25.001802550304983
2024-02-26,52.609255548636895,25.28699936782338,24.994551671744876,25.02639278360927
2024-02-27,51.13209586033668,25.24936311912822,24.971762770003753,25.03149823278934
2024-02-28,47.61281441908608,25.138569824741268,24.946892888350796,24.9942126868094
2024-02-29,49.154574521131885,25.08064803842467,24.954575908271575,24.977621002351363
2024-03-01,45.844946103374966,24.958712031438363,24.913650046285863,24.92356185927028
2024-03-04,49.42286381822554,24.93167348026775,24.914139004628563,24.91274644410168
2024-03-05,46.84003877995703,24.85318739294634,24.92574853409562,24.873437258949135
2024-03-06,53.508031224609844,24.932607866956094,25.00094920505646,24.913109900953977
2024-03-07,56.274372821939714,25.064860982054988,25.097072894242967,24.984242291339314
2024-03-08,58.01927855105147,25.21670443986317,25.209451451884657,25.07145731121176
2024-03-11,58.6121657194762,25.355485450797136,25.27160507684154,25.157985186334447
2024-03-12,61.33216290215189,25.53630627792493,25.32344874641698,25.271510406683547
2024-03-13,58.96361533479649,25.64606877284767,25.42254611812879,25.354223701285115
2024-03-14,51.16179854368072,25.59587445051173,25.439794744335245,25.355726205924626
2024-03-15,52.98874873377923,25.59298818678232,25.454614369032296,25.377085614884184
2024-03-18,51.69942638574133,25.56699033464008,25.447402701482897,25.38402984203807
2024-03-19,56.36136164129507,25.642083001069157,25.476370851313302,25.44078890470111
2024-03-20,60.95578213962828,25.812613364511126,25.576998903862275,25.549285199491482
2024-03-21,62.5141949378437,25.992138207327287,25.655126413889526,25.66840089477801
2024-03-22,57.461990018257815,26.05720398781323,25.62737280269776,25.733315095275344
2024-03-25,59.348928425262926,26.154075990029007,25.69568458291829,25.814904133820548
2024-03-26,58.996636648958805,26.227880355478277,25.763231187568238,25.885865644885257
2024-03-27,62.584358468848635,26.370083927209496,25.878238615210915,25.992926059658092
2024-03-28,62.81793339970313,26.491886849535042,25.96725647699144,26.092647387309704
2024-04-01,56.261723662453484,26.49699833143776,26.075731691102398,26.13334763613735
2024-04-02,46.760900166280955,26.330271362085433,26.100835227379694,26.080647861267128
2024-04-03,48.55250324464625,26.22658565988808,26.150204826284007,26.050109969717877
2024-04-04,42.035730210932584,26.00175190354479,26.13043889407002,25.94914711545903
2024-04-05,42.035730210932584,25.81779701199119,26.117743705291122,25.8577997711296
2024-04-08,47.45342122535011,25.760015737083698,26.10711694638235,25.82372360245059
2024-04-09,45.30733045790108,25.669103784886662,26.082765198249053,25.770035640312436
2024-04-10,37.22445137024593,25.400175823998175,25.973301068528926,25.619556055520775
2024-04-11,42.39600597832038,25.271052946907595,25.908985705910567,25.53102690737594
2024-04-12,39.26112851644959,25.083588774742577,25.890665476619773,25.408071963816326
2024-04-15,38.11454048536401,24.89929990660756,25.84630559482218,25.280636538690963
2024-04-16,35.92148980861859,24.688518105406185,25.786671328011792,25.133909249291825
2024-04-17,33.295665228726605,24.439696631695966,25.684255450037426,24.961155987454507
2024-04-18,36.28141162345086,24.281569971387608,25.481557935264302,24.82866494103027
2024-04-19,41.159901213848336,24.230375431135315,25.289626225782555,24.749744470455955
2024-04-22,50.06473420942322,24.35757989820162,25.196879968149187,24.766911663745866
2024-04-23,52.16067575203179,24.507110825801323,25.11540440367773,24.80625341005578
2024-04-24,54.15026992139662,24.673090675655626,25.05308715460951,24.864705466240945
2024-04-25,47.81486744996784,24.679801461900055,24.919009130464893,24.849971612313233
2024-04-26,49.68975674941738,24.723473923372772,24.820874608047003,24.856640982569118
2024-04-29,58.674307654520874,24.97375139185045,24.788357426640303,24.975056127086347
2024-04-30,54.09010507376029,25.083978411514003,24.814037883246705,25.0326698292686
2024-05-01,55.73736549173653,25.215982336693273,24.8157969715991,25.10670127410016
2024-05-02,54.27835154416982,25.294894639112677,24.916949671680843,25.158444009900144
2024-05-03,56.93405588733473,25.42309561381946,24.986413610935244,25.238592199433462
2024-05-06,54.40595573655911,25.48071459312501,25.003686568044756,25.286345323296942
2024-05-07,52.662513452571574,25.495130121647737,25.023476009367947,25.312407673459138
2024-05-08,52.56174071683383,25.505106463166328,25.153729015206743,25.335035514082076
2024-05-09,58.985345321202374,25.651450742590633,25.219667468386092,25.427889274645686
2024-05-10,55.8761661794676,25.718459698483244,25.29386008433515,25.48428077229848
2024-05-13,59.95247713712692,25.867830662395377,25.411469560618674,25.584825460651004
2024-05-14,59.95247713712692,25.99004326923258,25.495415938111414,25.67579446439853
2024-05-15,58.742130458802365,26.071853583917566,25.603463672170054,25.74857594397962
2024-05-16,60.86903454527395,26.1842438413871,25.709456037590854,25.83823537788632
2024-05-17,63.91416651944361,26.345290415680353,25.834949762075304,25.955546294278097
2024-05-20,57.452216326856274,26.384328521920285,25.88990860350987,26.013113313870658
2024-05-21,57.452216326856274,26.41626879066205,25.929795508346803,26.06519776016869
2024-05-22,55.413751589178354,26.413310828723493,25.966257313273555,26.097083687771672
2024-05-23,56.24961059625677,26.425436132591948,26.012179978397352,26.133551907983893
2024-05-24,58.74812428982671,26.47899319939341,26.104733453109837,26.189404107223524
2024-05-28,57.423760219884784,26.50644898132188,26.118950254209206,26.231365620821283
2024-05-29,51.580074945100854,26.452549166536084,26.152564999251688,26.229330799790684
2024-05-30,56.259555356697334,26.48299477262043,26.174863168450365,26.26653739028681
2024-05-31,59.06518863988511,26.556995723053078,26.35946549392238,26.325914781688066
2024-06-03,52.96718049720652,26.535723773407064,26.379260569669825,26.33678004057492
2024-06-04,65.6848115473865,26.791046723696688,26.565365316229382,26.48946765575826
2024-06-05,69.73839962557501,27.125401864842743,26.765561673397293,26.693327879019378
2024-06-06,70.71041804894244,27.431692434871334,27.002684758505357,26.89491570006515
2024-06-07,64.85279601016964,27.596839264894726,27.071308595419797,27.03254277624942
2024-06-10,65.24857130440557,27.74286848945932,27.18532454226048,27.162776797559
2024-06-11,59.368981723911496,27.77325603683035,27.242933311037554,27.23394091207719
2024-06-12,66.58274489431267,27.996300393770287,27.401620870515387,27.40213701568889
2024-06-13,67.32779277947444,28.20242759490296,27.54561487380557,27.56669539514709
2024-06-14,56.74287572574246,28.187440759466057,27.5926207729906,27.619391071799747
2024-06-17,51.71482717267714,28.069724257744955,27.615536817039896,27.61183001734263
2024-06-18,49.987688686565704,27.93522893815496,27.62733882829064,27.584989063309997
2024-06-20,46.70785901764144,27.75064185849042,27.6366420853821,27.52165677156619
2024-06-21,49.82109972281422,27.665070611492162,27.646127061806727,27.498641840940838
2024-06-24,50.59809419190666,27.611421409402677,27.67123620482167,27.48639023704171
2024-06-25,48.01796918116495,27.514799334965822,27.68513660224232,27.4476864049425
2024-06-26,46.43521580599891,27.403017637699307,27.674127621099185,27.39552579494797
2024-06-27,46.75025199824336,27.317014430844885,27.70229476020257,27.351190004952926
2024-06-28,45.8784935254204,27.23028453432763,27.639204919279795,27.30250524257646
2024-07-01,42.73203568430288,27.099323709904425,27.75783072523234,27.227028552807273
2024-07-02,52.15527546758507,27.152173944467254,27.804084076529264,27.242549643016105
2024-07-03,50.03925138388467,27.15723322729139,27.772703974274826,27.236592534157428
2024-07-05,41.421177844326756,26.979554458692952,27.6184106326453,27.13596467376148
2024-07-08,42.800357189270535,26.857817284385142,27.53273248257264,27.057301371498482
2024-07-09,40.509109027563724,26.705486869042385,27.466649792123274,26.958510764689105
2024-07-10,43.43291512819609,26.628125620125587,27.39901893250856,26.89389069186157
2024-07-11,54.314126055435004,26.777557325557297,27.38386162602926,26.94685348311285
2024-07-12,55.95191734105378,26.938001448183243,27.22975888377344,27.014772199006863
2024-07-15,59.929844239630484,27.167455730331746,27.12947712457613,27.12765103719669
2024-07-16,63.95478941455093,27.46791832481688,27.178749744538155,27.288827128892244
2024-07-17,65.46131908116101,27.759205902122897,27.270604099758213,27.458462640426315
2024-07-18,67.0624605745428,28.046623010827826,27.3625192601509,27.637656674671426
2024-07-19,70.74128488237825,28.405418827040947,27.57981176708893,27.86454651517891
2024-07-22,72.5385760598148,28.766251767578957,27.767734179922243,28.10506589468568
2024-07-23,73.30230611735857,29.090569628019146,27.884338509933166,28.33791676185847
2024-07-24,71.04160465585309,29.325011513833847,27.98232142479329,28.532400879776713
2024-07-25,73.80517544174056,29.615009420409507,28.191559895381378,28.75979127217893
2024-07-26,76.76765205041977,29.974098616698683,28.4400406988066,29.02933496054284
2024-07-29,77.54327273412832,30.302444322753466,28.866927189278428,29.291303059538762
2024-07-30,78.36217297945325,30.607454445889196,29.388597066119907,29.547369434820787
2024-07-31,78.69680989933698,30.871553637545702,29.68233283472136,29.786667583885475
2024-08-01,80.06629370462309,31.147634794355575,30.045304418047074,30.03460400446781
2024-08-02,63.01316698467254,31.13897392265456,30.2556191695694,30.13607028975659
2024-08-05,46.72826929518495,30.77552411853555,30.293155316997613,30.041206452636914
2024-08-06,48.62500778002531,30.52542882425636,30.335922846092743,29.9801391714334
2024-08-07,45.22361025919208,30.22807812893702,30.343798154230658,29.87631639320165
2024-08-08,52.939587266322626,30.1866093782212,30.457559004296513,29.8880957843253
2024-08-09,53.003814886474906,30.15449858218098,30.54516769823779,29.899705709627654
2024-08-12,52.848464210026464,30.124589749057165,30.61429166277161,29.90830516585359
2024-08-13,55.316631850839386,30.163755249228586,30.679300222864022,29.94941895958182
2024-08-14,54.09681347871585,30.170345203914298,30.734798605784256,29.97328382057403
2024-08-15,60.409508849882116,30.346646075929876,30.80227319236389,30.084399647186025
2024-08-16,62.13938301384078,30.543619516669896,30.886876676041474,30.212552061739736
2024-08-19,60.85570831219295,30.68114324091173,30.925390749946295,30.316118532050236
2024-08-20,61.055646215355196,30.799117197109595,30.948889702858366,30.412678671854973
2024-08-21,61.825583264462054,30.915641343089668,30.972764006592193,30.510518798344975
2024-08-22,60.767028756972444,30.99461564434609,30.986249095235785,30.59046938897879
2024-08-23,67.15890566718826,31.23195825446498,31.005956374321258,30.753281828123665
2024-08-26,68.44118218267865,31.466147662744074,31.055996291825696,30.921540701635696
2024-08-27,69.26362691887358,31.68321172406333,30.975919780375918,31.08710825386087
2024-08-28,70.56192591561455,31.90080959241545,30.992486849928508,31.25785984873126
2024-08-29,70.62266894430795,32.080662393794455,30.894191509262104,31.413301767899714
2024-08-30,72.22725804820845,32.27508741310455,31.06151624329171,31.578701599528316
2024-09-03,67.06833247548019,32.37234424708554,31.281105139321152,31.695968113858953
2024-09-04,68.49390235571181,32.48828165670635,31.460305932026664,31.821114007777147
2024-09-05,68.56717012319203,32.58495771912337,31.628652921461505,31.935293626084086
2024-09-06,58.46433764388862,32.538601770191846,31.725224846193374,31.972884709314172
2024-09-09,56.767252066142085,32.477037811975144,31.921415298972345,31.994514736998536
2024-09-10,58.07776648916741,32.450303664343295,32.0306754405292,32.026465714427246
2024-09-11,54.906574876548795,32.38661208900815,32.17304546167892,32.033468979719885
2024-09-12,57.918982182381505,32.38540989100667,32.283491041329995,32.06647193403228
2024-09-13,63.86157901448736,32.500789910823634,32.393834589837816,32.15728413079111
2024-09-16,62.09104229872665,32.573373563401155,32.494749122988004,32.22801897547767
2024-09-17,64.39439497540815,32.68003291551003,32.592127897383754,32.31677907305122
2024-09-18,59.73409458934871,32.71093602178094,32.65284859051037,32.36756201847491
2024-09-19,64.46862313827592,32.832584017820764,32.72326515610959,32.463984683382066
2024-09-20,58.21026809236385,32.85029601458062,32.79824606178358,32.508367094488534
2024-09-23,58.40354071180925,32.8684240119296,32.824448016897115,32.55042737120391
2024-09-24,59.707962420958474,32.90689237339694,32.8517265369864,32.60086285966068
2024-09-25,55.3911366919081,32.883821032779316,32.85580267904516,32.617923539692995
2024-09-26,56.84709546975896,32.88858084500126,32.85647114194195,32.64574034543652
2024-09-27,55.49664551191728,32.87611160045557,32.85396780924441,32.662336503014
2024-09-30,55.62279118915136,32.86772767310001,32.82608597572633,32.6783044551079
2024-10-01,54.29683608598347,32.84632264162728,32.823990843953275,32.68513260224048
2024-10-02,49.240423591104346,32.77062761587686,32.803884747622334,32.66083425916996
2024-10-03,40.174949634113005,32.57778623117198,32.76009799559496,32.57027861543949
2024-10-04,43.44540419019922,32.458188734595254,32.76228831098096,32.50834731873097
2024-10-07,36.148855529441065,32.229427146487026,32.724191909723,32.38374281218516
2024-10-08,31.972429361406498,31.94771311985302,32.59012634661972,32.22148159197705
2024-10-09,29.632644400752127,31.657219825334288,32.52047349439856,32.043245249884
2024-10-10,34.628495765419416,31.477725311637144,32.45723550999535,31.91245998799029
2024-10-11,37.180132923114854,31.361775254975846,32.38344678123893,31.810320941515023
2024-10-14,37.48926976742565,31.27054339043478,32.320629902429985,31.71981418518026
2024-10-15,39.87887839198108,31.223171864901182,32.20595160646815,31.65221283421071
2024-10-16,46.48780472053501,31.26623152582824,32.1342393624904,31.63390685000017
2024-10-17,56.639911420116654,31.463280339314014,32.06314741106312,31.7021061976192
2024-10-18,56.639911420116654,31.624502095802374,31.904355329469436,31.763810369274516
2024-10-21,53.21914065862997,31.70913807838376,31.848936356104083,31.79487604839123
2024-10-22,52.04733986318373,31.762022064132168,31.803658066842956,31.81441166283016
2024-10-23,55.451130143121155,31.85801805247177,31.7783303509426,31.859705790179667
2024-10-24,52.939315424323965,31.903832952022356,31.74406160547156,31.883543333972078
2024-10-25,52.65391798923829,31.937681506200107,31.71360402069339,31.903205873593784
2024-10-28,59.17235472328985,32.065375777800085,31.68683102564386,31.97337674277533
2024-10-29,58.38538941447261,32.16076200001825,31.653849429811743,32.03210276727292
2024-10-30,59.203426778100486,32.25153254546947,31.670366367406167,32.09190250372311
2024-10-31,83.21444994866687,33.18579935538411,32.940554276798636,32.596483217654246
2024-11-01,77.98911064437536,33.85929038167791,33.31705417740029,33.00538957787765
2024-11-04,79.76775026465941,34.528510312281924,33.66915088855834,33.4372572371274
2024-11-05,80.8691007282587,35.154235710048845,34.150502206749245,33.868947024067644
2024-11-06,84.72234128153755,36.002556490039964,34.86547617872759,34.43571397415644
2024-11-07,80.20831264616895,36.609364400941786,35.178273375425114,34.90278883376059
2024-11-08,80.32590378655183,37.114934509861456,35.437652303513474,35.330142278164345
2024-11-11,81.61957718038036,37.62858278079574,35.73478036693452,35.7691763469106
2024-11-12,77.24367644387067,37.96884045701469,35.980081036553074,36.124492885300064
2024-11-13,68.84242062589712,38.07814219210293,36.218419819342564,36.3573983247953
2024-11-14,65.38380356468659,38.09120724808421,36.44038611461135,36.52812229386241
2024-11-15,64.96536315868303,38.09280593025071,36.67341136886611,36.67782493254218
2024-11-18,68.24791521215722,38.230477579296036,36.89923591503815,36.88469874849055
2024-11-19,67.79189384473801,38.33402711033312,37.285701043424524,37.06710839149145
2024-11-20,62.8194774348282,38.318749453908914,37.48465410506055,37.17976473515893
2024-11-21,66.25993339226547,38.43534046228911,37.782105847322484,37.34931095085808
2024-11-22,67.40369427418022,38.57618765096382,37.96463409114932,37.52651943172874
2024-11-25,73.06712061488479,38.95324444169766,38.30594165766352,37.8239937715641
2024-11-26,67.37655756130374,39.14356363411627,38.45176643995735,38.03123245998657
2024-11-27,68.93961869158589,39.370188427913305,38.70769674656084,38.2558769876069
2024-11-29,69.58348498372163,39.58469962283816,39.02817604529709,38.474364893549094
2024-12-02,68.81536509129118,39.745663327776676,39.27220991305634,38.664425379877756
2024-12-03,68.30783933683666,39.868269995453645,39.4415291677937,38.83162296274654
2024-12-04,68.94905702234894,39.99222090537116,39.570253356582384,38.99527791867544
2024-12-05,61.340940981876244,39.95908983166731,39.55003522328688,39.07287049784921
2024-12-06,60.75555942533162,39.921073498636886,39.56717890314906,39.13735902186357
2024-12-09,61.610388150695236,39.91360558979381,39.61107131564318,39.20808673406704
2024-12-10,60.09232670216544,39.88204093710402,39.59433937614631,39.25874514034637
2024-12-11,61.68978427521302,39.89621531217602,39.617678265483065,39.32553131745624
2024-12-12,59.363388475201845,39.871448891780375,39.65777012628449,39.36690928722231
2024-12-13,64.67194545504121,39.98573091145667,39.77022634883325,39.47482268843923
2024-12-16,66.63812897897758,40.13559801846455,39.96762330340262,39.601982432397406
2024-12-17,68.29329729575133,40.30730746965281,40.09839286294608,39.74274601026432
2024-12-18,56.82382755130854,40.26234247517048,40.149176683402594,39.77296067595343
2024-12-19,58.01497138362423,40.2546438433213,40.21564318957318,39.81553584967215
2024-12-20,59.94861168912,40.29561768999015,40.29362846632466,39.87881814970337
2024-12-23,55.797433265129605,40.258232655446484,40.314494573425854,39.89893070687448
2024-12-24,57.65950379243228,40.26946308172894,40.28627002314198,39.93903254431501
2024-12-26,58.718048147052016,40.30228797596004,40.30046985471842,39.98769611152311
2024-12-27,52.61568934126688,40.227326525785486,40.28109085285907,39.97839171994948
2024-12-30,50.207436535301184,40.12235806655176,40.25738889090508,39.94711631804953
2024-12-31,52.17202783086086,40.0728384180878,40.23572430910402,39.93786714490196
2025-01-02,44.351304716831905,39.88141325116274,40.17507066916959,39.850451226339864
2025-01-03,45.82643783400781,39.750247205496784,40.135820782682,39.78469396668845
2025-01-06,47.33000955718013,39.668384077224644,40.11973702319261,39.738532636527644
2025-01-07,43.778311727971115,39.53231424500198,40.02672551403759,39.660577147334536
2025-01-08,48.48884671116041,39.49916620045616,40.008049618335,39.630998371397915
2025-01-10,42.12455088360531,39.3411359821914,39.93844558692109,39.53566519316955
2025-01-13,47.7646635156284,39.311838530883875,39.912706342661856,39.501792317629594
2025-01-14,52.31427002005944,39.37877697981408,39.904313700815344,39.51876447785534
2025-01-15,55.642769778212525,39.50627207439334,39.887002990051776,39.572215479964356
2025-01-16,53.14590731182513,39.56513169723091,39.80643169689432,39.596766386634414
2025-01-17,55.63298181420981,39.66601684318893,39.76190879190073,39.646598159335895
